<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.08	15:00:00	1994.30300	2033.02200	1990.00800	2026.47100	2340	0	202400
2021.04.08	16:00:00	2026.57100	2035.17100	2019.57800	2024.97300	2898	0	202500
2021.04.08	17:00:00	2024.97300	2048.44900	2024.17300	2039.45800	2924	0	357700
2021.04.08	18:00:00	2039.45800	2056.04100	2038.75900	2055.84200	2529	0	338700
2021.04.08	19:00:00	2055.94200	2073.52400	2055.94200	2063.63400	2978	0	230500
2021.04.08	20:00:00	2063.63400	2066.43100	2054.94300	2060.53700	2257	0	259300
2021.04.08	21:00:00	2060.73700	2070.02700	2056.94100	2063.05100	2454	0	299600
2021.04.08	22:00:00	2063.05100	2069.52800	2047.38500	2054.84300	1925	0	287900
2021.04.08	23:00:00	2054.84300	2063.53400	2047.65000	2052.74500	2302	0	205700
2021.04.09	00:00:00	2052.74500	2052.74500	2040.80000	2049.34800	1434	0	207600
2021.04.09	01:00:00	2049.34800	2071.22600	2043.25400	2068.82900	2016	0	205200
2021.04.09	02:00:00	2069.52800	2082.31500	2067.43000	2078.51900	1878	0	208400
2021.04.09	03:00:00	2078.51900	2092.70500	2075.12400	2089.90800	1431	0	208600
2021.04.09	04:00:00	2089.90800	2094.90300	2075.62200	2077.52000	1735	0	272000
2021.04.09	05:00:00	2077.52000	2083.71400	2070.53400	2072.42500	1191	0	252300
2021.04.09	06:00:00	2072.42500	2077.32000	2066.13100	2070.63400	1608	0	311300
2021.04.09	07:00:00	2070.63400	2076.72100	2069.83600	2073.02900	906	0	371900
2021.04.09	08:00:00	2073.02900	2077.22000	2069.83600	2069.83600	1002	0	332000
2021.04.09	09:00:00	2069.83600	2078.41900	2068.43900	2070.13500	780	0	271700
2021.04.09	10:00:00	2070.13500	2076.32100	2058.46100	2075.12200	1262	0	340400
2021.04.09	11:00:00	2075.42200	2076.02100	2060.45700	2066.64300	2087	0	301500
2021.04.09	12:00:00	2066.64300	2078.21900	2066.14400	2078.21900	1052	0	312200
2021.04.09	13:00:00	2078.21900	2097.80000	2073.02900	2086.78200	2446	0	208500
2021.04.09	14:00:00	2086.78200	2091.77800	2078.21900	2082.28600	2609	0	208100
2021.04.09	15:00:00	2082.33600	2085.88300	2069.32800	2077.12000	1714	0	207300
2021.04.09	16:00:00	2077.12000	2083.31400	2068.62900	2072.82500	1204	0	208000
2021.04.09	17:00:00	2072.82500	2079.61800	2051.17700	2065.13200	1463	0	258800
2021.04.09	18:00:00	2065.13200	2067.43000	2053.87100	2060.13700	1241	0	309900
2021.04.09	19:00:00	2060.13700	2068.92900	2047.48500	2068.82900	1484	0	205500
2021.04.09	20:00:00	2068.92900	2077.02000	2065.84500	2071.82600	1180	0	270700
2021.04.09	21:00:00	2071.82600	2075.92200	2068.72900	2075.42200	1304	0	241500
2021.04.09	22:00:00	2075.42200	2081.61600	2066.63100	2074.02300	1640	0	241600
2021.04.09	23:00:00	2074.02300	2078.31900	2065.84500	2067.83000	1237	0	231900
2021.04.12	00:00:00	2143.70400	2143.83400	2127.87000	2133.25400	2142	0	214100
2021.04.12	01:00:00	2133.25400	2143.89300	2123.14400	2143.60400	2683	0	321300
2021.04.12	02:00:00	2143.60400	2149.35800	2136.93000	2149.14800	2401	0	392700
2021.04.12	03:00:00	2149.14800	2160.31700	2132.29800	2136.13100	2657	0	227100
2021.04.12	04:00:00	2136.13100	2151.76600	2135.86200	2143.37400	2029	0	395100
2021.04.12	05:00:00	2143.37400	2143.76400	2128.34900	2133.11400	2002	0	373200
2021.04.12	06:00:00	2133.11400	2150.84700	2132.00500	2146.95000	2350	0	424300
2021.04.12	07:00:00	2146.95000	2162.10500	2146.68100	2150.45800	2373	0	364300
2021.04.12	08:00:00	2150.45800	2154.03300	2143.67300	2147.26500	736	0	244100
2021.04.12	09:00:00	2147.26500	2187.40000	2142.07700	2183.06400	1781	0	376800
2021.04.12	10:00:00	2183.14400	2199.83700	2177.69800	2179.08800	2204	0	6900
2021.04.12	11:00:00	2179.08800	2188.73900	2174.30500	2179.99700	2918	0	372900
2021.04.12	12:00:00	2179.99700	2182.74800	2145.57200	2154.44300	5623	0	1700
2021.04.12	15:00:00	2148.93800	2154.05300	2138.38500	2153.58400	7667	0	215400
2021.04.12	16:00:00	2153.58400	2158.87800	2146.22100	2148.10900	5822	0	215200
2021.04.12	17:00:00	2148.09900	2149.27800	2125.18200	2126.13100	7393	0	265300
2021.04.12	18:00:00	2126.11100	2134.60300	2111.84300	2118.61900	9136	0	212200
2021.04.12	19:00:00	2118.17900	2133.35700	2098.07900	2125.30200	7010	0	211000
2021.04.12	20:00:00	2125.30200	2128.52900	2115.21200	2117.28000	5246	0	212200
2021.04.12	21:00:00	2117.28000	2137.00000	2110.88700	2136.56100	3895	0	236500
2021.04.12	22:00:00	2136.46100	2142.35500	2131.26600	2138.42900	2178	0	254600
2021.04.12	23:00:00	2138.49900	2149.13800	2133.66400	2145.35200	1682	0	214600
2021.04.13	00:00:00	2145.35200	2147.85000	2134.98200	2144.25300	806	0	321800
2021.04.13	01:00:00	2144.25300	2148.44900	2137.48700	2148.04900	1333	0	342400
2021.04.13	02:00:00	2148.04900	2148.44900	2134.26300	2135.86200	1022	0	291500
2021.04.13	03:00:00	2135.86200	2157.92900	2133.36400	2156.34100	2632	0	216100
2021.04.13	04:00:00	2156.34100	2169.52800	2146.36700	2163.43400	2421	0	282500
2021.04.13	05:00:00	2163.43400	2168.22900	2158.73900	2165.33200	1967	0	216700
2021.04.13	06:00:00	2165.33200	2173.42400	2160.03700	2161.93500	1783	0	216600
2021.04.13	07:00:00	2161.93500	2168.82900	2156.84100	2161.63600	1917	0	216200
2021.04.13	08:00:00	2161.63600	2167.17200	2157.64000	2162.92500	1887	0	216200
2021.04.13	09:00:00	2162.97500	2190.40500	2150.93400	2157.28000	4419	0	215400
2021.04.13	10:00:00	2157.28000	2169.72500	2147.68500	2161.67600	7239	0	215100
2021.04.13	11:00:00	2161.67600	2218.44900	2161.67600	2218.43200	8089	0	33900
2021.04.13	12:00:00	2218.43200	2221.36500	2193.00900	2210.74300	9183	0	14200
2021.04.13	13:00:00	2210.77000	2215.65300	2202.43400	2210.08500	11252	0	220600
2021.04.13	14:00:00	2210.03000	2225.88700	2205.49800	2225.21700	9554	0	220900
2021.04.13	15:00:00	2225.19100	2228.70300	2214.32800	2224.29200	10333	0	221700
2021.04.13	16:00:00	2224.29200	2229.38000	2217.28500	2225.61400	7160	0	221900
2021.04.13	17:00:00	2225.61400	2259.95200	2221.78500	2258.93900	7553	0	2900
2021.04.13	18:00:00	2258.92900	2276.22700	2240.64400	2274.71100	8150	0	224400
2021.04.13	19:00:00	2274.71100	2291.24600	2262.81500	2267.97700	8110	0	226500
2021.04.13	20:00:00	2267.98200	2310.65500	2265.32800	2308.16900	7818	0	226800
2021.04.13	21:00:00	2308.16900	2314.93200	2253.53400	2262.55000	8757	0	225900
2021.04.13	22:00:00	2262.55000	2301.09600	2261.13600	2294.62300	8584	0	226600
2021.04.13	23:00:00	2294.62300	2304.60300	2280.84100	2299.12800	9551	0	228400
2021.04.14	00:00:00	2297.50000	2297.70000	2273.86300	2278.96300	4457	0	228000
2021.04.14	01:00:00	2279.00900	2286.81000	2265.83100	2281.30600	4511	0	227000
2021.04.14	02:00:00	2281.30600	2303.87300	2279.87200	2297.42000	8104	0	228300
2021.04.14	03:00:00	2297.42000	2309.25800	2286.66900	2295.58800	7019	0	229000
2021.04.14	04:00:00	2295.59000	2299.06800	2280.97700	2290.64700	8729	0	228300
2021.04.14	05:00:00	2290.64700	2293.50700	2279.53800	2293.37200	9613	0	228200
2021.04.14	06:00:00	2293.37200	2349.53800	2288.75800	2345.54200	9416	0	229100
2021.04.14	07:00:00	2345.65200	2375.09200	2338.82800	2369.71700	7498	0	234300
2021.04.14	08:00:00	2369.79700	2388.09900	2352.48500	2359.67700	8442	0	293400
2021.04.14	09:00:00	2359.66700	2401.35600	2351.97500	2386.56100	8436	0	237300
2021.04.14	10:00:00	2386.69000	2391.42600	2369.29800	2369.82700	7341	0	237200
2021.04.14	11:00:00	2369.59800	2384.46300	2328.70800	2349.01800	7722	0	233000
2021.04.14	12:00:00	2345.50200	2347.22000	2308.82800	2341.14600	5782	0	233100
2021.04.14	13:00:00	2341.14600	2360.69600	2331.49600	2358.79800	7328	0	234200
2021.04.14	14:00:00	2358.81800	2392.30500	2357.34000	2389.00800	6672	0	237500
2021.04.14	15:00:00	2389.00800	2392.55500	2347.05000	2355.13100	4952	0	235100
2021.04.14	16:00:00	2354.98000	2384.70800	2344.85200	2351.44600	4779	0	235200
2021.04.14	17:00:00	2351.44600	2351.94500	2287.45600	2325.77100	4562	0	230100
2021.04.14	18:00:00	2325.77100	2362.53500	2317.58000	2345.55200	2456	0	232100
2021.04.14	19:00:00	2345.55200	2380.31700	2334.85200	2369.82700	2512	0	266100
2021.04.14	20:00:00	2369.82700	2379.75300	2317.19000	2323.37700	2851	0	312200
2021.04.14	21:00:00	2323.37700	2348.52100	2296.43600	2332.16500	3847	0	231800
2021.04.14	22:00:00	2332.16500	2346.85000	2304.91800	2330.36700	3436	0	368900
2021.04.14	23:00:00	2330.36700	2368.82800	2318.68700	2366.28200	2036	0	379700
2021.04.15	00:00:00	2366.28200	2428.24600	2365.78300	2422.75800	3708	0	241500
2021.04.15	01:00:00	2422.65800	2434.13300	2408.88800	2421.77500	3833	0	305800
2021.04.15	02:00:00	2421.77500	2441.15600	2408.38900	2426.87000	1823	0	252300
2021.04.15	03:00:00	2426.87000	2444.11100	2409.38700	2409.38700	2160	0	278900
2021.04.15	04:00:00	2409.38700	2422.65800	2394.72000	2412.87900	2166	0	266800
2021.04.15	05:00:00	2412.87900	2432.03700	2397.10000	2419.66500	2111	0	270600
2021.04.15	06:00:00	2419.66500	2472.94700	2409.48800	2469.15500	2975	0	295400
2021.04.15	07:00:00	2469.15500	2472.44800	2443.31200	2444.15300	1853	0	245800
2021.04.15	08:00:00	2444.15300	2470.05300	2440.31900	2462.96900	1780	0	245500
2021.04.15	09:00:00	2463.46800	2473.64500	2450.24700	2457.24000	1773	0	246900
2021.04.15	10:00:00	2457.24000	2471.45000	2452.24500	2463.26800	1909	0	246900
2021.04.15	11:00:00	2463.26800	2480.11700	2424.45400	2430.26700	2862	0	245700
2021.04.15	12:00:00	2430.26700	2450.59600	2426.37100	2441.95500	1537	0	243500
2021.04.15	13:00:00	2441.95500	2452.54500	2404.69800	2407.78900	1261	0	245200
2021.04.15	14:00:00	2407.78900	2431.36600	2403.99900	2424.27300	2551	0	241000
2021.04.15	15:00:00	2424.27300	2437.02600	2418.16800	2432.33700	1241	0	285800
2021.04.15	16:00:00	2432.33700	2465.02300	2428.74400	2459.57700	2328	0	245400
2021.04.15	17:00:00	2459.57700	2470.95100	2444.70900	2456.18400	2614	0	246200
2021.04.15	18:00:00	2456.18400	2464.46600	2442.91300	2455.28600	2452	0	511500
2021.04.15	19:00:00	2455.18600	2477.03800	2445.50800	2446.00600	2819	0	443000
2021.04.15	20:00:00	2446.00600	2452.59200	2426.54900	2452.09300	1497	0	389400
2021.04.15	21:00:00	2452.09300	2465.06400	2442.91300	2461.77200	1153	0	336700
2021.04.15	22:00:00	2461.77200	2489.01200	2453.88900	2475.44200	2042	0	248600
2021.04.15	23:00:00	2475.44200	2498.89000	2473.84500	2497.19400	3302	0	900
2021.04.16	00:00:00	2497.29300	2497.49300	2480.03100	2494.00100	1536	0	466000
2021.04.16	01:00:00	2494.00100	2534.81100	2486.61700	2524.03400	2897	0	6400
2021.04.16	02:00:00	2524.13400	2538.30300	2499.88800	2510.16500	2566	0	252000
2021.04.16	03:00:00	2510.26500	2538.30300	2510.26500	2522.83700	2900	0	573200
2021.04.16	04:00:00	2522.93700	2529.12300	2471.55000	2501.88300	3172	0	538600
2021.04.16	05:00:00	2501.88300	2512.36000	2478.73400	2483.92300	2288	0	543100
2021.04.16	06:00:00	2484.02300	2505.27000	2474.34400	2490.90700	2192	0	250400
2021.04.16	07:00:00	2491.00700	2492.21100	2414.36200	2417.09900	3864	0	267200
2021.04.16	08:00:00	2417.09900	2448.40100	2401.18700	2414.47600	4901	0	241700
2021.04.16	09:00:00	2414.47600	2414.57600	2365.48400	2410.68400	5411	0	130100
2021.04.16	10:00:00	2410.58500	2428.04600	2386.63700	2420.06400	3875	0	528400
2021.04.16	11:00:00	2420.16300	2444.61000	2407.79100	2413.67800	3224	0	370800
2021.04.16	12:00:00	2413.67800	2414.37600	2358.89800	2376.69200	5007	0	279400
2021.04.16	13:00:00	2376.69200	2396.52500	2341.83600	2345.44500	2338	0	235500
2021.04.16	14:00:00	2345.44500	2377.35800	2322.00800	2376.16000	2819	0	233600
2021.04.16	15:00:00	2376.16000	2393.22300	2355.10700	2373.46600	2317	0	379800
2021.04.16	16:00:00	2373.46600	2402.10300	2294.54000	2350.17900	3913	0	231600
2021.04.16	17:00:00	2350.02900	2416.04100	2344.81200	2403.93300	3257	0	235100
2021.04.16	18:00:00	2403.84300	2433.88300	2388.37900	2426.47100	3194	0	240900
2021.04.16	19:00:00	2426.47100	2432.13500	2400.62600	2424.29800	3470	0	240700
2021.04.16	20:00:00	2425.07300	2438.29900	2413.21400	2422.56500	3389	0	242000
2021.04.16	21:00:00	2422.56500	2435.55200	2398.86800	2430.82600	2496	0	240800
2021.04.16	22:00:00	2430.82600	2434.61200	2400.01700	2427.23000	2551	0	240900
2021.04.16	23:00:00	2427.23000	2456.53100	2419.47800	2453.10400	2488	0	243700
2021.04.19	00:00:00	2218.00900	2219.30600	2183.28600	2214.31700	1703	0	222000
2021.04.19	01:00:00	2214.41700	2242.05600	2205.53700	2233.27500	2583	0	333800
2021.04.19	02:00:00	2233.27500	2243.75200	2217.21100	2230.58100	2120	0	454500
2021.04.19	03:00:00	2230.58100	2253.13200	2194.66100	2250.13800	3662	0	388300
2021.04.19	04:00:00	2250.13800	2263.60900	2231.18000	2239.56200	2491	0	330100
2021.04.19	05:00:00	2239.56200	2251.83500	2224.59500	2247.14500	1347	0	384500
2021.04.19	06:00:00	2247.14500	2272.48900	2235.57000	2261.31400	1636	0	381100
2021.04.19	07:00:00	2261.31400	2263.01000	2247.64400	2258.71900	1363	0	361200
2021.04.19	08:00:00	2258.71900	2258.91900	2228.08700	2235.57000	2427	0	338500
2021.04.19	09:00:00	2235.57000	2260.11600	2230.88100	2256.12500	2482	0	435500
2021.04.19	10:00:00	2256.02500	2269.99500	2248.84100	2263.50900	2539	0	361200
2021.04.19	11:00:00	2263.50900	2270.79300	2235.67000	2236.36900	2121	0	505500
2021.04.19	12:00:00	2236.36900	2245.54800	2221.70100	2222.69900	2103	0	493700
2021.04.19	13:00:00	2222.69900	2227.68800	2194.76900	2216.01400	3155	0	220200
2021.04.19	14:00:00	2216.01400	2248.14300	2212.42100	2243.75200	2659	0	455800
2021.04.19	15:00:00	2243.75200	2248.14300	2215.01600	2218.40800	2899	0	462100
2021.04.19	16:00:00	2218.40800	2228.18700	2193.26400	2212.12200	3609	0	466300
2021.04.19	17:00:00	2212.12200	2212.12200	2114.43700	2139.88100	5058	0	212900
2021.04.19	18:00:00	2139.88100	2148.26300	2075.92200	2089.89200	5246	0	209900
2021.04.19	19:00:00	2090.19100	2137.18700	2078.01800	2100.06900	4621	0	298300
2021.04.19	20:00:00	2100.06900	2143.97200	2082.80700	2140.18100	2844	0	305900
2021.04.19	21:00:00	2140.18100	2169.91500	2137.98600	2164.32700	3035	0	342200
2021.04.19	22:00:00	2164.32700	2183.98400	2151.35600	2183.58500	2978	0	426300
2021.04.19	23:00:00	2183.58500	2211.02500	2169.61600	2201.04700	2493	0	315100
2021.04.20	00:00:00	2200.94700	2214.91600	2173.70700	2195.85800	1788	0	375300
2021.04.20	01:00:00	2195.85800	2204.93800	2175.20400	2184.08400	2232	0	382300
2021.04.20	02:00:00	2184.08400	2195.75800	2147.06600	2155.94600	3311	0	343000
2021.04.20	03:00:00	2155.94600	2171.31200	2070.51800	2088.39500	7745	0	207300
2021.04.20	04:00:00	2088.19500	2127.06600	2077.24300	2094.53300	5570	0	208100
2021.04.20	05:00:00	2094.53300	2100.95700	2060.39600	2093.93000	10701	0	206600
2021.04.20	06:00:00	2094.34700	2104.49700	2083.08000	2102.25400	5930	0	208700
2021.04.20	07:00:00	2102.20400	2145.04200	2095.47900	2138.58400	3392	0	210400
2021.04.20	08:00:00	2138.58400	2142.83500	2110.84500	2117.13200	2631	0	232900
2021.04.20	09:00:00	2117.13200	2129.00500	2058.74900	2074.35300	3233	0	207300
2021.04.20	10:00:00	2074.97200	2095.37200	2053.90400	2089.60800	3269	0	310200
2021.04.20	11:00:00	2089.60800	2150.42700	2085.11200	2140.88600	3145	0	382800
2021.04.20	12:00:00	2140.88600	2156.19100	2128.49900	2135.89100	2893	0	448600
2021.04.20	13:00:00	2135.89100	2189.30800	2133.31400	2179.97700	2783	0	217600
2021.04.20	14:00:00	2180.13700	2197.34000	2170.83600	2192.59500	2699	0	236700
2021.04.20	15:00:00	2192.59500	2194.07300	2161.77600	2177.53000	2570	0	219500
2021.04.20	16:00:00	2177.53000	2221.24600	2176.76100	2219.30800	2728	0	367000
2021.04.20	17:00:00	2219.30800	2227.66000	2165.66200	2171.85500	2936	0	286300
2021.04.20	18:00:00	2171.85500	2186.87000	2139.78800	2183.57400	3016	0	214600
2021.04.20	19:00:00	2183.70400	2255.07200	2170.30700	2247.74000	3187	0	223600
2021.04.20	20:00:00	2247.45000	2267.50000	2233.76400	2266.30300	3719	0	224500
2021.04.20	21:00:00	2266.30300	2292.74400	2252.03400	2280.07200	4294	0	414800
2021.04.20	22:00:00	2280.07200	2320.57700	2271.99000	2319.97700	3117	0	60200
2021.04.20	23:00:00	2319.97700	2327.66700	2291.24800	2301.52500	4032	0	358800
2021.04.21	00:00:00	2301.52500	2339.05800	2299.03000	2336.76000	2004	0	320900
2021.04.21	01:00:00	2336.76000	2341.75500	2295.93700	2314.08300	2592	0	361600
2021.04.21	02:00:00	2314.08300	2332.16500	2309.68800	2326.07100	2601	0	368600
2021.04.21	03:00:00	2324.67400	2355.94100	2277.81900	2279.21800	3656	0	368900
2021.04.21	04:00:00	2279.37400	2323.57400	2276.02100	2315.78100	3136	0	229500
2021.04.21	05:00:00	2315.78100	2331.66600	2299.59800	2322.07500	1727	0	232500
2021.04.21	06:00:00	2322.17500	2325.47200	2278.61900	2278.81800	3133	0	231400
2021.04.21	07:00:00	2278.91800	2308.58900	2270.22700	2301.79500	2223	0	227900
2021.04.21	08:00:00	2301.69600	2312.28500	2277.91900	2300.09700	2519	0	229800
2021.04.21	09:00:00	2300.09700	2327.76900	2282.81400	2313.48400	2635	0	230800
2021.04.21	10:00:00	2313.48400	2313.48400	2282.01500	2292.70500	2721	0	229500
2021.04.21	11:00:00	2292.70500	2301.29600	2259.31800	2294.90200	3890	0	227500
2021.04.21	12:00:00	2294.90200	2310.28700	2281.61600	2296.30100	2339	0	229300
2021.04.21	13:00:00	2296.30100	2298.32300	2251.84500	2262.43500	4477	0	225900
2021.04.21	14:00:00	2262.53500	2276.32100	2234.26300	2264.04900	5085	0	223900
2021.04.21	15:00:00	2263.43400	2378.04800	2258.10300	2366.22700	5597	0	226100
2021.04.21	16:00:00	2366.07700	2383.93300	2356.39100	2383.93300	5399	0	236100
2021.04.21	17:00:00	2383.93300	2438.23300	2357.70300	2438.02300	7674	0	37400
2021.04.21	18:00:00	2438.02300	2445.90900	2401.39600	2436.56100	6339	0	240900
2021.04.21	19:00:00	2436.56100	2460.07500	2417.48000	2420.87600	3862	0	244500
2021.04.21	20:00:00	2420.97600	2433.66300	2397.69900	2414.48300	2774	0	242200
2021.04.21	21:00:00	2414.58300	2425.97700	2393.72200	2401.59600	2357	0	243000
2021.04.21	22:00:00	2401.59600	2442.05500	2401.59600	2432.26500	2299	0	385200
2021.04.21	23:00:00	2432.26500	2433.46400	2385.91100	2396.80000	2910	0	300300
2021.04.22	00:00:00	2396.80000	2403.99300	2369.22800	2370.12700	1599	0	317800
2021.04.22	01:00:00	2370.12700	2399.39800	2342.65500	2358.33900	2845	0	236600
2021.04.22	02:00:00	2358.33900	2377.52000	2332.76400	2352.14500	3154	0	234200
2021.04.22	03:00:00	2352.14500	2411.98500	2310.28700	2410.78600	5506	0	232600
2021.04.22	04:00:00	2410.78600	2447.15000	2396.20100	2396.20100	2851	0	312200
2021.04.22	05:00:00	2395.90100	2416.78000	2336.56100	2400.79600	6838	0	235700
2021.04.22	06:00:00	2400.79600	2423.57400	2375.22200	2384.71200	3692	0	337300
2021.04.22	07:00:00	2385.81100	2444.01100	2383.31400	2443.31200	3960	0	451400
2021.04.22	08:00:00	2443.31200	2480.31700	2422.67400	2476.12100	3595	0	244200
2021.04.22	09:00:00	2476.12100	2491.80500	2461.73500	2473.22400	3485	0	248100
2021.04.22	10:00:00	2473.22400	2483.61300	2444.45300	2466.66100	3088	0	343800
2021.04.22	11:00:00	2467.23000	2477.71900	2409.68700	2449.35700	5159	0	243000
2021.04.22	12:00:00	2449.27300	2494.80200	2430.84000	2490.60800	4776	0	245300
2021.04.22	13:00:00	2490.60800	2510.08700	2473.44600	2506.97200	3966	0	345600
2021.04.22	14:00:00	2507.09000	2566.14200	2504.37800	2542.69300	4813	0	3600
2021.04.22	15:00:00	2546.58500	2587.79400	2545.28800	2548.97900	4564	0	18900
2021.04.22	16:00:00	2548.97900	2582.71400	2535.40900	2535.40900	3115	0	412400
2021.04.22	17:00:00	2534.61100	2598.19900	2534.61100	2594.08000	4869	0	452700
2021.04.22	18:00:00	2593.98000	2605.99100	2570.22700	2603.99300	4844	0	402100
2021.04.22	19:00:00	2604.19300	2636.16100	2598.09900	2607.29000	4347	0	292200
2021.04.22	20:00:00	2607.25100	2618.82500	2525.70200	2526.17100	3338	0	252900
2021.04.22	21:00:00	2525.80300	2573.31600	2505.39200	2538.25900	7489	0	251400
2021.04.22	22:00:00	2538.25900	2544.58800	2467.29400	2533.66300	7786	0	247400
2021.04.22	23:00:00	2533.76300	2534.19600	2381.01200	2398.49900	9618	0	238400
2021.04.23	00:00:00	2398.49900	2429.88700	2274.80300	2408.98800	10662	0	230400
2021.04.23	01:00:00	2408.98800	2443.51200	2383.82800	2399.60900	7500	0	273400
2021.04.23	02:00:00	2399.60900	2439.32100	2387.13600	2394.81900	6925	0	306600
2021.04.23	03:00:00	2393.82100	2436.75800	2354.88100	2367.83500	4914	0	239900
2021.04.23	04:00:00	2367.83500	2386.18700	2251.25600	2317.68900	6286	0	229300
2021.04.23	05:00:00	2317.19000	2328.91800	2120.84600	2234.21900	9406	0	214400
2021.04.23	06:00:00	2234.21900	2283.02100	2221.55700	2268.94900	9039	0	223400
2021.04.23	07:00:00	2268.89300	2273.61500	2196.25700	2203.74100	6437	0	223700
2021.04.23	08:00:00	2204.14000	2241.05800	2132.69700	2224.29500	6841	0	214300
2021.04.23	09:00:00	2224.29500	2224.29500	2153.05200	2204.53900	6464	0	217900
2021.04.23	10:00:00	2204.63900	2231.35600	2121.32200	2131.40000	9450	0	213000
2021.04.23	11:00:00	2131.40000	2215.77200	2106.65500	2215.26200	4270	0	211500
2021.04.23	12:00:00	2215.26200	2215.84100	2161.93300	2197.25500	4106	0	235900
2021.04.23	13:00:00	2197.06000	2285.42200	2189.27200	2272.02500	3652	0	221400
2021.04.23	14:00:00	2273.70400	2312.89200	2254.66300	2292.79400	3324	0	44200
2021.04.23	15:00:00	2292.80400	2303.31400	2236.46800	2241.55700	5316	0	281000
2021.04.23	16:00:00	2241.75700	2260.61500	2195.25900	2232.47700	5973	0	303300
2021.04.23	17:00:00	2232.47700	2298.29900	2216.21300	2295.00200	4687	0	305100
2021.04.23	18:00:00	2295.00200	2336.76000	2250.03900	2331.66600	5464	0	231700
2021.04.23	19:00:00	2331.66600	2347.62300	2297.79900	2324.27500	4803	0	328800
